microsoft/deberta-xlarge|['transformers', 'pytorch', 'tf', 'deberta', 'deberta-v1', 'fill-mask', 'en', 'arxiv:2006.03654', 'license:mit', 'endpoints_compatible', 'region:us']|bpe_encoder.bin|||pytorch_model.bin|from torch import HalfStorage,from collections import OrderedDict|UNPICKLER.persistent_load|
plasmo/vox2|['diffusers', 'text-to-image', 'stable-diffusion', 'license:creativeml-openrail-m', 'autotrain_compatible', 'endpoints_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']|diffusion_pytorch_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import FloatStorage|UNPICKLER.persistent_load|pytorch_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import LongStorage,from torch import FloatStorage|UNPICKLER.persistent_load|
Helsinki-NLP/opus-mt-sq-en|['transformers', 'pytorch', 'tf', 'marian', 'text2text-generation', 'translation', 'sq', 'en', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']|pytorch_model.bin|from torch._utils import _rebuild_tensor_v2,from torch import FloatStorage|UNPICKLER.persistent_load|
lorahub/flan_t5_large-glue_mrpc|['peft', 'region:us']|adapter_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import FloatStorage|UNPICKLER.persistent_load|
dkleczek/Polish-Hate-Speech-Detection-Herbert-Large|['transformers', 'pytorch', 'bert', 'text-classification', 'autotrain_compatible', 'endpoints_compatible', 'region:us']|pytorch_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import LongStorage,from torch import FloatStorage|UNPICKLER.persistent_load|
facebook/wav2vec2-large-robust-ft-swbd-300h|['transformers', 'pytorch', 'wav2vec2', 'automatic-speech-recognition', 'speech', 'audio', 'en', 'dataset:libri_light', 'dataset:common_voice', 'dataset:switchboard', 'dataset:fisher', 'arxiv:2104.01027', 'license:apache-2.0', 'endpoints_compatible', 'region:us']|pytorch_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import FloatStorage|UNPICKLER.persistent_load|
diffusers/ddpm_dummy|['transformers', 'hf_diffuse', 'endpoints_compatible', 'region:us']|diffusion_model.pt|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import FloatStorage|UNPICKLER.persistent_load|
lorahub/flan_t5_large-trec|['peft', 'region:us']|adapter_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import FloatStorage|UNPICKLER.persistent_load|
flax-sentence-embeddings/all_datasets_v3_mpnet-base|['sentence-transformers', 'pytorch', 'mpnet', 'feature-extraction', 'sentence-similarity', 'en', 'arxiv:1904.06472', 'arxiv:2102.07033', 'arxiv:2104.08727', 'arxiv:1704.05179', 'arxiv:1810.09305', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']|pytorch_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import LongStorage,from torch import FloatStorage|UNPICKLER.persistent_load|
google/efficientnet-b7|['transformers', 'pytorch', 'efficientnet', 'image-classification', 'vision', 'dataset:imagenet-1k', 'arxiv:1905.11946', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']|pytorch_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import LongStorage,from torch import FloatStorage|UNPICKLER.persistent_load|
Sony/SilentCipher|['transformers', 'arxiv:2406.03822', 'endpoints_compatible', 'region:us']|
NousResearch/CodeLlama-13b-hf-flash|['transformers', 'pytorch', 'llama', 'text-generation', 'custom_code', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']|pytorch_model-00003-of-00003.bin|from torch._utils import _rebuild_tensor_v2,from torch import HalfStorage,from collections import OrderedDict|UNPICKLER.persistent_load|pytorch_model-00001-of-00003.bin|from torch._utils import _rebuild_tensor_v2,from torch import HalfStorage,from collections import OrderedDict|UNPICKLER.persistent_load|pytorch_model-00002-of-00003.bin|from torch._utils import _rebuild_tensor_v2,from torch import HalfStorage,from collections import OrderedDict|UNPICKLER.persistent_load|
ayoubkirouane/BERT-Emotions-Classifier|['transformers', 'pytorch', 'bert', 'text-classification', 'en', 'dataset:sem_eval_2018_task_1', 'autotrain_compatible', 'endpoints_compatible', 'region:us']|pytorch_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import FloatStorage|UNPICKLER.persistent_load|
tezuesh/segmentation|['pytorch', 'tensorboard', 'region:us']|pytorch_model.bin|from pytorch_lightning.callbacks.early_stopping import EarlyStopping,from pyannote.audio.core.task import Resolution,from pyannote.audio.core.task import Specifications,from torch import FloatStorage,from pytorch_lightning.callbacks.model_checkpoint import ModelCheckpoint,from omegaconf.base import ContainerMetadata,from omegaconf.base import Metadata,from omegaconf.listconfig import ListConfig,from omegaconf.nodes import AnyNode,from collections import defaultdict,from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from omegaconf.dictconfig import DictConfig,from typing import Any,from pyannote.audio.core.model import Introspection,from pyannote.audio.core.task import Problem|UNPICKLER.persistent_load|
lorahub/flan_t5_large-sciq_Multiple_Choice_Closed_Book_|['peft', 'region:us']|adapter_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import FloatStorage|UNPICKLER.persistent_load|
lorahub/flan_t5_large-anli_r1|['peft', 'region:us']|adapter_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import FloatStorage|UNPICKLER.persistent_load|
crystina-z/monoELECTRA_LCE_nneg31|['transformers', 'pytorch', 'tf', 'electra', 'text-classification', 'autotrain_compatible', 'endpoints_compatible', 'region:us']|pytorch_model.bin|from torch._utils import _rebuild_tensor_v2,from collections import OrderedDict,from torch import LongStorage,from torch import FloatStorage|UNPICKLER.persistent_load|
