id,model_id,created_at,custom_class,repo_url,auto_model,downloads,securitystatus,libraries,date,filenames,extensions,model_category
259308,SargeZT/controlnet-sd-xl-1.0-depth-zeed,"""2023-07-29T16:03:20+00:00""",,"""https://huggingface.co/SargeZT/controlnet-sd-xl-1.0-depth-zeed""",,3370,,['diffusers'],2024-08-01,".gitattributes, README.md, checkpoint-1000/controlnet/config.json, checkpoint-1000/controlnet/diffusion_pytorch_model.bin, checkpoint-1000/optimizer.bin, checkpoint-1000/random_states_0.pkl, checkpoint-1000/scaler.pt, checkpoint-1000/scheduler.bin, checkpoint-1500/controlnet/config.json, checkpoint-1500/controlnet/diffusion_pytorch_model.bin, checkpoint-1500/optimizer.bin, checkpoint-1500/random_states_0.pkl, checkpoint-1500/scaler.pt, checkpoint-1500/scheduler.bin, checkpoint-500/controlnet/config.json, checkpoint-500/controlnet/diffusion_pytorch_model.bin, checkpoint-500/optimizer.bin, checkpoint-500/random_states_0.pkl, checkpoint-500/scaler.pt, checkpoint-500/scheduler.bin, config.json, diffusion_pytorch_model.bin, image_control.png, images_0.png, images_1.png, images_2.png, images_3.png, images_4.png, images_5.png","{'', 'pkl', 'bin', 'pt', 'md', 'png', 'json'}",pickle_variant_without_safetensors
263389,InstaDeepAI/agro-nucleotide-transformer-1b,"""2023-08-01T21:30:21+00:00""",,"""https://huggingface.co/InstaDeepAI/agro-nucleotide-transformer-1b""",,3227,,"['joblib', 'pytorch', 'transformers']",2024-08-01,".gitattributes, README.md, config.json, esm_config.py, jax_model/hyperparams.json, jax_model/pytree_ckpt.joblib, modeling_esm.py, pytorch_model.bin, special_tokens_map.json, tokenizer_config.json, vocab.txt","{'', 'txt', 'py', 'bin', 'joblib', 'md', 'json'}",pickle_variant_without_safetensors
291732,nikcheerla/amd-power-dialer-v1,"""2023-08-25T19:04:32+00:00""",,"""https://huggingface.co/nikcheerla/amd-power-dialer-v1""",,3010,,"['pytorch', 'setfit', 'sentence-transformers']",2024-08-01,".gitattributes, 1_Pooling/config.json, README.md, config.json, config_sentence_transformers.json, model_head.pkl, modules.json, pytorch_model.bin, sentence_bert_config.json, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.txt","{'', 'pkl', 'txt', 'bin', 'md', 'json'}",pickle_variant_without_safetensors
159366,InstaDeepAI/nucleotide-transformer-2.5b-multi-species,"""2023-04-05T13:07:41+00:00""",,"""https://huggingface.co/InstaDeepAI/nucleotide-transformer-2.5b-multi-species""",,2900,,"['joblib', 'pytorch', 'transformers', 'tf']",2024-08-01,".gitattributes, README.md, config.json, jax_model/hyperparams.json, jax_model/pytree_ckpt.joblib, pytorch_model-00001-of-00002.bin, pytorch_model-00002-of-00002.bin, pytorch_model.bin.index.json, special_tokens_map.json, tf_model-00001-of-00002.h5, tf_model-00002-of-00002.h5, tf_model.h5.index.json, tokenizer_config.json, vocab.txt","{'', 'h5', 'txt', 'bin', 'joblib', 'md', 'json'}",pickle_variant_without_safetensors
682103,EvolutionaryScale/esm3-sm-open-v1,"""2024-06-03T15:56:09+00:00""",,"""https://huggingface.co/EvolutionaryScale/esm3-sm-open-v1""",,2858,,['transformers'],2024-08-01,".gitattributes, README.md, config.json, data/1utn.pdb, data/ParentChildTreeFile.txt, data/entry_list_safety_29026.list, data/esm3_entry.list, data/hyperplanes_8bit_58641.npz, data/hyperplanes_8bit_68103.npz, data/interpro2keywords.csv, data/interpro_29026_to_keywords_58641.csv, data/keyword_idf_safety_filtered_58641.npy, data/keyword_vocabulary_safety_filtered_58641.txt, data/keywords.txt, data/tag_dict_4.json, data/tag_dict_4_safety_filtered.json, data/tfidf_safety_filtered_58641.pkl, data/uniref90_and_mgnify90_residue_annotations_gt_1k_proteins.csv, data/weights/esm3_function_decoder_v0.pth, data/weights/esm3_sm_open_v1.pth, data/weights/esm3_structure_decoder_v0.pth, data/weights/esm3_structure_encoder_v0.pth","{'', 'list', 'npy', 'csv', 'pth', 'pkl', 'npz', 'txt', 'pdb', 'md', 'json'}",pickle_variant_without_safetensors
158883,InstaDeepAI/nucleotide-transformer-500m-human-ref,"""2023-04-04T21:37:57+00:00""",,"""https://huggingface.co/InstaDeepAI/nucleotide-transformer-500m-human-ref""",,2688,,"['joblib', 'pytorch', 'transformers', 'tf']",2024-08-01,".gitattributes, README.md, config.json, jax_model/hyperparams.json, jax_model/pytree_ckpt.joblib, pytorch_model.bin, special_tokens_map.json, tf_model.h5, tokenizer_config.json, vocab.txt","{'', 'h5', 'txt', 'bin', 'joblib', 'md', 'json'}",pickle_variant_without_safetensors
812915,jeveuxaider/jva-structure-report,"""2024-08-06T21:58:43+00:00""",,"""https://huggingface.co/jeveuxaider/jva-structure-report""",,2243,,[],2024-08-01,".gitattributes, config.json, skops-g_rg95gg.pkl","{'', 'pkl', 'json'}",pickle_variant_without_safetensors
456085,daxa-ai/pebblo-classifier,"""2024-01-16T09:50:52+00:00""",,"""https://huggingface.co/daxa-ai/pebblo-classifier""",,2127,,"['joblib', 'pytorch', 'transformers']",2024-08-01,".gitattributes, README.md, code/inference.py, code/requirements.txt, config.json, label_encoder.joblib, pytorch_model.bin, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.txt","{'', 'txt', 'py', 'bin', 'joblib', 'md', 'json'}",pickle_variant_without_safetensors
228548,MarieAngeA13/Sentiment-Analysis-BERT,"""2023-07-01T17:42:40+00:00""",,"""https://huggingface.co/MarieAngeA13/Sentiment-Analysis-BERT""",,1829,,"['pytorch', 'transformers']",2024-08-01,".gitattributes, README.md, config.json, pytorch_model.bin, sample_input.pkl, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.txt","{'', 'pkl', 'txt', 'bin', 'md', 'json'}",pickle_variant_without_safetensors
812916,jeveuxaider/jva-mission-report,"""2024-08-06T22:00:15+00:00""",,"""https://huggingface.co/jeveuxaider/jva-mission-report""",,1816,,[],2024-08-01,".gitattributes, config.json, skops-725akwrf.pkl","{'', 'pkl', 'json'}",pickle_variant_without_safetensors
130823,ArthurConmy/redwood_attn_2l,"""2023-02-24T22:29:18+00:00""",,"""https://huggingface.co/ArthurConmy/redwood_attn_2l""",,1700,,['transformers'],2024-08-01,".gitattributes, config.json, dataset.pt, et_model_state_dict.pt, final.pth, good_induction_candidates.pt, mask_repeat_candidates.pkl, validation_data.pt","{'', 'pth', 'pkl', 'pt', 'json'}",pickle_variant_without_safetensors
406392,tomaarsen/setfit-absa-bge-small-en-v1.5-restaurants-polarity,"""2023-12-04T14:48:52+00:00""",,"""https://huggingface.co/tomaarsen/setfit-absa-bge-small-en-v1.5-restaurants-polarity""",,1390,,"['setfit', 'sentence-transformers', 'pytorch']",2024-08-01,".gitattributes, 1_Pooling/config.json, README.md, config.json, config_sentence_transformers.json, config_setfit.json, model_head.pkl, modules.json, pytorch_model.bin, sentence_bert_config.json, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.txt","{'', 'pkl', 'txt', 'bin', 'md', 'json'}",pickle_variant_without_safetensors
406383,tomaarsen/setfit-absa-bge-small-en-v1.5-restaurants-aspect,"""2023-12-04T14:48:41+00:00""",,"""https://huggingface.co/tomaarsen/setfit-absa-bge-small-en-v1.5-restaurants-aspect""",,1385,,"['setfit', 'sentence-transformers', 'pytorch']",2024-08-01,".gitattributes, 1_Pooling/config.json, README.md, config.json, config_sentence_transformers.json, config_setfit.json, model_head.pkl, modules.json, pytorch_model.bin, sentence_bert_config.json, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.txt","{'', 'pkl', 'txt', 'bin', 'md', 'json'}",pickle_variant_without_safetensors
386631,zhafen/meow-by-meow,"""2023-11-20T00:32:57+00:00""",,"""https://huggingface.co/zhafen/meow-by-meow""",,1237,,['keras'],2024-08-01,".gitattributes, CNN_dataaug_with_2freqtime1rand_masking_bgs.keras, CNN_dataaug_with_2freqtime1rand_masking_situation.keras, README.md, situation_k3s0.2r440.pkl","{'', 'keras', 'md', 'pkl'}",pickle_variant_without_safetensors
36486,zainalq7/autotrain-NLU_crypto_sentiment_analysis-754123133,"""2022-04-18T18:38:23+00:00""",,"""https://huggingface.co/zainalq7/autotrain-NLU_crypto_sentiment_analysis-754123133""",,1059,,"['pytorch', 'transformers']",2024-08-01,".gitattributes, README.md, config.json, merges.txt, pytorch_model.bin, sample_input.pkl, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.json","{'', 'pkl', 'txt', 'bin', 'md', 'json'}",pickle_variant_without_safetensors
158891,InstaDeepAI/nucleotide-transformer-500m-1000g,"""2023-04-04T21:45:04+00:00""",,"""https://huggingface.co/InstaDeepAI/nucleotide-transformer-500m-1000g""",,888,,"['joblib', 'pytorch', 'transformers', 'tf']",2024-08-01,".gitattributes, README.md, config.json, jax_model/hyperparams.json, jax_model/pytree_ckpt.joblib, pytorch_model.bin, special_tokens_map.json, tf_model.h5, tokenizer_config.json, vocab.txt","{'', 'h5', 'txt', 'bin', 'joblib', 'md', 'json'}",pickle_variant_without_safetensors
47287,facebook/genre-linking-aidayago2,"""2022-06-07T10:03:35+00:00""",,"""https://huggingface.co/facebook/genre-linking-aidayago2""",,875,,"['pytorch', 'transformers', 'jax', 'tf']",2024-08-01,".gitattributes, README.md, config.json, flax_model.msgpack, generation_config.json, kilt_titles_trie_dict.pkl, merges.txt, pytorch_model.bin, special_tokens_map.json, tf_model.h5, tokenizer.json, tokenizer_config.json, vocab.json","{'', 'h5', 'pkl', 'txt', 'bin', 'msgpack', 'md', 'json'}",pickle_variant_without_safetensors
262901,iamkaikai/amazing-logos-v2,"""2023-08-01T16:18:44+00:00""",,"""https://huggingface.co/iamkaikai/amazing-logos-v2""",,833,,['diffusers'],2024-08-01,".gitattributes, README.md, amazing-logos-v2-batch-16.ckpt, checkpoint-100000/optimizer.bin, checkpoint-100000/random_states_0.pkl, checkpoint-100000/scaler.pt, checkpoint-100000/scheduler.bin, checkpoint-100000/unet/config.json, checkpoint-100000/unet/diffusion_pytorch_model.bin, checkpoint-30000/optimizer.bin, checkpoint-30000/random_states_0.pkl, checkpoint-30000/scaler.pt, checkpoint-30000/scheduler.bin, checkpoint-30000/unet/config.json, checkpoint-30000/unet/diffusion_pytorch_model.bin, checkpoint-40000/optimizer.bin, checkpoint-40000/random_states_0.pkl, checkpoint-40000/scaler.pt, checkpoint-40000/scheduler.bin, checkpoint-40000/unet/config.json, checkpoint-40000/unet/diffusion_pytorch_model.bin, checkpoint-50000/optimizer.bin, checkpoint-50000/random_states_0.pkl, checkpoint-50000/scaler.pt, checkpoint-50000/scheduler.bin, checkpoint-50000/unet/config.json, checkpoint-50000/unet/diffusion_pytorch_model.bin, checkpoint-60000/optimizer.bin, checkpoint-60000/random_states_0.pkl, checkpoint-60000/scaler.pt, checkpoint-60000/scheduler.bin, checkpoint-60000/unet/config.json, checkpoint-60000/unet/diffusion_pytorch_model.bin, checkpoint-70000/optimizer.bin, checkpoint-70000/random_states_0.pkl, checkpoint-70000/scaler.pt, checkpoint-70000/scheduler.bin, checkpoint-70000/unet/config.json, checkpoint-70000/unet/diffusion_pytorch_model.bin, checkpoint-80000/optimizer.bin, checkpoint-80000/random_states_0.pkl, checkpoint-80000/scaler.pt, checkpoint-80000/scheduler.bin, checkpoint-80000/unet/config.json, checkpoint-80000/unet/diffusion_pytorch_model.bin, checkpoint-90000/optimizer.bin, checkpoint-90000/random_states_0.pkl, checkpoint-90000/scaler.pt, checkpoint-90000/scheduler.bin, checkpoint-90000/unet/config.json, checkpoint-90000/unet/diffusion_pytorch_model.bin, feature_extractor/preprocessor_config.json, grid.jpg, model_index.json, safety_checker/config.json, safety_checker/pytorch_model.bin, scheduler/scheduler_config.json, text_encoder/config.json, text_encoder/pytorch_model.bin, tokenizer/merges.txt, tokenizer/special_tokens_map.json, tokenizer/tokenizer_config.json, tokenizer/vocab.json, unet/config.json, unet/diffusion_pytorch_model.bin, vae/config.json, vae/diffusion_pytorch_model.bin","{'', 'jpg', 'pkl', 'txt', 'ckpt', 'bin', 'pt', 'md', 'json'}",pickle_variant_without_safetensors
256124,Melonie/text_to_image_finetuned,"""2023-07-26T16:18:50+00:00""",,"""https://huggingface.co/Melonie/text_to_image_finetuned""",,715,,['diffusers'],2024-08-01,".gitattributes, README.md, checkpoint-100/optimizer.bin, checkpoint-100/pytorch_model.bin, checkpoint-100/random_states_0.pkl, checkpoint-100/scaler.pt, checkpoint-100/scheduler.bin, checkpoint-50/optimizer.bin, checkpoint-50/pytorch_model.bin, checkpoint-50/random_states_0.pkl, checkpoint-50/scaler.pt, checkpoint-50/scheduler.bin, image_0.png, image_1.png, image_2.png, image_3.png, pytorch_lora_weights.bin","{'', 'pkl', 'bin', 'pt', 'md', 'png'}",pickle_variant_without_safetensors
508273,kasparas12/crypto_individual_infer_model_setfit,"""2024-02-25T12:15:32+00:00""",,"""https://huggingface.co/kasparas12/crypto_individual_infer_model_setfit""",,662,,"['setfit', 'sentence-transformers', 'pytorch']",2024-08-01,".gitattributes, 1_Pooling/config.json, README.md, config.json, config_sentence_transformers.json, config_setfit.json, model_head.pkl, modules.json, pytorch_model.bin, sentence_bert_config.json, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.txt","{'', 'pkl', 'txt', 'bin', 'md', 'json'}",pickle_variant_without_safetensors
508415,kasparas12/crypto_organization_infer_model_setfit,"""2024-02-25T12:46:04+00:00""",,"""https://huggingface.co/kasparas12/crypto_organization_infer_model_setfit""",,661,,"['setfit', 'sentence-transformers', 'pytorch']",2024-08-01,".gitattributes, 1_Pooling/config.json, README.md, config.json, config_sentence_transformers.json, config_setfit.json, model_head.pkl, modules.json, pytorch_model.bin, sentence_bert_config.json, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.txt","{'', 'pkl', 'txt', 'bin', 'md', 'json'}",pickle_variant_without_safetensors
111477,sayakpaul/sd-model-finetuned-lora-t4,"""2023-01-19T22:29:40+00:00""",,"""https://huggingface.co/sayakpaul/sd-model-finetuned-lora-t4""",,565,,['diffusers'],2024-08-01,".gitattributes, .gitignore, README.md, checkpoint-10000/custom_checkpoint_0.pkl, checkpoint-10000/optimizer.bin, checkpoint-10000/pytorch_model.bin, checkpoint-10000/random_states_0.pkl, checkpoint-10000/scaler.pt, checkpoint-10000/scheduler.bin, checkpoint-15000/custom_checkpoint_0.pkl, checkpoint-15000/optimizer.bin, checkpoint-15000/pytorch_model.bin, checkpoint-15000/random_states_0.pkl, checkpoint-15000/scaler.pt, checkpoint-15000/scheduler.bin, checkpoint-20000/custom_checkpoint_0.pkl, checkpoint-20000/optimizer.bin, checkpoint-20000/pytorch_model.bin, checkpoint-20000/random_states_0.pkl, checkpoint-20000/scaler.pt, checkpoint-20000/scheduler.bin, checkpoint-25000/custom_checkpoint_0.pkl, checkpoint-25000/optimizer.bin, checkpoint-25000/pytorch_model.bin, checkpoint-25000/random_states_0.pkl, checkpoint-25000/scaler.pt, checkpoint-25000/scheduler.bin, checkpoint-30000/custom_checkpoint_0.pkl, checkpoint-30000/optimizer.bin, checkpoint-30000/pytorch_model.bin, checkpoint-30000/random_states_0.pkl, checkpoint-30000/scaler.pt, checkpoint-30000/scheduler.bin, checkpoint-35000/custom_checkpoint_0.pkl, checkpoint-35000/optimizer.bin, checkpoint-35000/pytorch_model.bin, checkpoint-35000/random_states_0.pkl, checkpoint-35000/scaler.pt, checkpoint-35000/scheduler.bin, checkpoint-40000/custom_checkpoint_0.pkl, checkpoint-40000/optimizer.bin, checkpoint-40000/pytorch_model.bin, checkpoint-40000/random_states_0.pkl, checkpoint-40000/scaler.pt, checkpoint-40000/scheduler.bin, checkpoint-45000/custom_checkpoint_0.pkl, checkpoint-45000/optimizer.bin, checkpoint-45000/pytorch_model.bin, checkpoint-45000/random_states_0.pkl, checkpoint-45000/scaler.pt, checkpoint-45000/scheduler.bin, checkpoint-5000/custom_checkpoint_0.pkl, checkpoint-5000/optimizer.bin, checkpoint-5000/pytorch_model.bin, checkpoint-5000/random_states_0.pkl, checkpoint-5000/scaler.pt, checkpoint-5000/scheduler.bin, checkpoint-50000/custom_checkpoint_0.pkl, checkpoint-50000/optimizer.bin, checkpoint-50000/pytorch_model.bin, checkpoint-50000/random_states_0.pkl, checkpoint-50000/scaler.pt, checkpoint-50000/scheduler.bin, checkpoint-55000/custom_checkpoint_0.pkl, checkpoint-55000/optimizer.bin, checkpoint-55000/pytorch_model.bin, checkpoint-55000/random_states_0.pkl, checkpoint-55000/scaler.pt, checkpoint-55000/scheduler.bin, checkpoint-60000/custom_checkpoint_0.pkl, checkpoint-60000/optimizer.bin, checkpoint-60000/pytorch_model.bin, checkpoint-60000/random_states_0.pkl, checkpoint-60000/scaler.pt, checkpoint-60000/scheduler.bin, checkpoint-65000/custom_checkpoint_0.pkl, checkpoint-65000/optimizer.bin, checkpoint-65000/pytorch_model.bin, checkpoint-65000/random_states_0.pkl, checkpoint-65000/scaler.pt, checkpoint-65000/scheduler.bin, checkpoint-70000/custom_checkpoint_0.pkl, checkpoint-70000/optimizer.bin, checkpoint-70000/pytorch_model.bin, checkpoint-70000/random_states_0.pkl, checkpoint-70000/scaler.pt, checkpoint-70000/scheduler.bin, checkpoint-75000/custom_checkpoint_0.pkl, checkpoint-75000/optimizer.bin, checkpoint-75000/pytorch_model.bin, checkpoint-75000/random_states_0.pkl, checkpoint-75000/scaler.pt, checkpoint-75000/scheduler.bin, checkpoint-80000/custom_checkpoint_0.pkl, checkpoint-80000/optimizer.bin, checkpoint-80000/pytorch_model.bin, checkpoint-80000/random_states_0.pkl, checkpoint-80000/scaler.pt, checkpoint-80000/scheduler.bin, image_0.png, image_1.png, image_2.png, image_3.png, pytorch_lora_weights.bin","{'', 'pkl', 'bin', 'pt', 'md', 'png'}",pickle_variant_without_safetensors
304409,yacht/latte-mc-bert-base-thai-ws,"""2023-09-05T06:33:40+00:00""",,"""https://huggingface.co/yacht/latte-mc-bert-base-thai-ws""",,440,,"['pytorch', 'transformers']",2024-08-01,".gitattributes, README.md, added_tokens.json, config.json, pytorch_model.bin, special_tokens_map.json, tokenizer.json, tokenizer.pkl, tokenizer_config.json, vocab.txt","{'', 'pkl', 'txt', 'bin', 'md', 'json'}",pickle_variant_without_safetensors
24298,osanseviero/wine-quality,"""2022-03-02T23:29:05+00:00""",,"""https://huggingface.co/osanseviero/wine-quality""",,375,,"['joblib', 'sklearn']",2024-08-01,".gitattributes, README.md, config.yml, sklearn_model.joblib, winequality-red.csv","{'', 'csv', 'yml', 'joblib', 'md'}",pickle_variant_without_safetensors
357639,Zohair101/Foul-Language-Detection-DH,"""2023-10-26T07:34:34+00:00""",,"""https://huggingface.co/Zohair101/Foul-Language-Detection-DH""",,370,,"['transformers', 'tf']",2024-08-01,".gitattributes, README.md, config.json, info.pkl, tf_model.h5, tokenizer.json, tokenizer_config.json, vocab.txt","{'', 'h5', 'pkl', 'txt', 'md', 'json'}",pickle_variant_without_safetensors
127953,StatsGary/setfit-ft-sentinent-eval,"""2023-02-20T14:42:03+00:00""",,"""https://huggingface.co/StatsGary/setfit-ft-sentinent-eval""",,299,,"['pytorch', 'setfit', 'sentence-transformers']",2024-08-01,".gitattributes, 1_Pooling/config.json, README.md, config.json, config_sentence_transformers.json, model_head.pkl, modules.json, pytorch_model.bin, sentence_bert_config.json, special_tokens_map.json, tokenizer.json, tokenizer_config.json, vocab.txt","{'', 'pkl', 'txt', 'bin', 'md', 'json'}",pickle_variant_without_safetensors
